glossary;path;typology;True_start
BUMPER OPEN;xx_main_safety_guards_mainguard.bumper_sio.protection_asm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 22:16
MACHINE WAITING FOR PRODUCTS;xx.mch.wait_production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:16
MACHINE WAITING FOR PRODUCTS;xx_main_motorization_manager._motman.production_wait_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:21
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:21
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:21
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:21
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:21
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:22
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:23
MACHINE WAITING FOR PRODUCTS;xx.mch.wait_production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:23
MACHINE WAIT FOR PRODUCT FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_wait_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:23
DOWNSTREAM INTERLOCK;xx_main_interface_downstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:23
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:23
MACHINE WAITING FOR PRODUCTS;xx_main_motorization_manager._motman.production_wait_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:29
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:29
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:29
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:29
 REEL ENDED;xx_alufoil_preunwindingunit_reels_radius.ending_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 22:33
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:34
 2: STOPPED;xx_hopper_pusher_2.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 22:36
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_2_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:36
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:36
 GATE OPEN;xx_hopper_checkcard_handler.gate_2_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:36
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:36
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:36
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:36
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:37
MACHINE WAIT FOR PRODUCT FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_wait_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:37
DOWNSTREAM INTERLOCK;xx_main_interface_downstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:37
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:37
MACHINE WAITING FOR PRODUCTS;xx.mch.wait_production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:37
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:37
MACHINE WAITING FOR PRODUCTS;xx_main_motorization_manager._motman.production_wait_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:37
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:37
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:37
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:38
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:38
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:38
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[3];MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:38
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:38
 3: STOPPED;xx_hopper_pusher_3.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 22:38
 GATE OPEN;xx_hopper_checkcard_handler.gate_3_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:38
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:38
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:38
CRANE IN FAULT;xx_main_interface_materialautomation_crane.fault_present_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:38
CRANE IN FAULT;xx_main_interface_materialautomation_crane.fault_present_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:39
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:40
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:40
 RESERVE EMPTY;xx_blank_lever_handler.buffer_empty_wsm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 22:42
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:43
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:44
WHEEL: TOO MANY REJECTS EQ.;xx_inspection_camera3rdwheel._camera.consecutive_eq_reject_fem.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 22:44
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:44
MAIN GUARD OPEN;xx_main_safety_guards_mainguard.closed_switch_sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 22:44
BUMPER OPEN;xx_main_safety_guards_mainguard.bumper_sio.protection_asm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 22:44
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:44
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:44
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 22:45
MELTER LOW LEVEL;xx_main_services_melter.low_level_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 22:45
 SPLICE FAIL;xx_innerframe_splicer_splice.cycle_warning_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:47
 RESERVE EMPTY;xx_blank_lever_handler.buffer_empty_wsm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 22:51
 RESERVE EMPTY;xx_blank_lever_handler.buffer_empty_wsm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 22:52
 RESERVE EMPTY;xx_blank_lever_handler.buffer_empty_wsm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 22:54
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:56
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:58
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 22:58
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:00
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:01
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:01
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:01
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:01
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_1_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:01
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:01
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:01
 2: STOPPED;xx_hopper_pusher_2.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:01
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_2_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:01
 GATE OPEN;xx_hopper_checkcard_handler.gate_2_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:01
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:01
MACHINE WAITING FOR PRODUCTS;xx_main_motorization_manager._motman.production_wait_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:01
 3: STOPPED;xx_hopper_pusher_3.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:01
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_3_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:01
MACHINE WAITING FOR PRODUCTS;xx.mch.wait_production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:01
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:01
 GATE OPEN;xx_hopper_checkcard_handler.gate_3_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:01
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:01
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:01
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:01
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:02
 GATE OPEN;xx_hopper_checkcard_handler.gate_1_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:02
 2: STOPPED;xx_hopper_pusher_2.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:02
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_2_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:02
 GATE OPEN;xx_hopper_checkcard_handler.gate_2_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:02
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:02
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_1_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:02
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:02
MACHINE WAITING FOR PRODUCTS;xx_main_motorization_manager._motman.production_wait_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:02
 3: STOPPED;xx_hopper_pusher_3.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:02
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_3_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:02
MACHINE WAITING FOR PRODUCTS;xx.mch.wait_production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:02
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:02
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:02
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:02
 GATE OPEN;xx_hopper_checkcard_handler.gate_1_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:02
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:02
 GATE OPEN;xx_hopper_checkcard_handler.gate_3_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:02
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[3];MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:02
 3: STOPPED;xx_hopper_pusher_3.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:02
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:02
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:03
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:03
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[1];MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:03
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:03
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:03
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_1_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:03
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:03
 GATE OPEN;xx_hopper_checkcard_handler.gate_1_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:03
 2: STOPPED;xx_hopper_pusher_2.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:03
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_2_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:03
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:04
  JAM;xx_hopper_pusher_1.sensor_jam_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:04
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:04
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:04
  JAM;xx_hopper_pusher_1.sensor_jam_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
 GATE OPEN;xx_hopper_checkcard_handler.gate_2_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
 2: STOPPED;xx_hopper_pusher_2.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:04
 GATE OPEN;xx_hopper_checkcard_handler.gate_1_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[2];MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
 2: STOPPED;xx_hopper_pusher_2.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:04
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_2_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[1];MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
 GATE OPEN;xx_hopper_checkcard_handler.gate_2_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:04
  JAM;xx_hopper_pusher_1.sensor_jam_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:04
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:04
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:06
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:07
CRANE IN FAULT;xx_main_interface_materialautomation_crane.fault_present_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:08
CRANE IN FAULT;xx_main_interface_materialautomation_crane.fault_present_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:10
STOP BUTTOM PRESSED;xx_main_machinehandler.stop_button_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:11
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:11
SLIDING GUARD BREAKDOWN;xx_main_safety_guards_slidingguard.sio.fault_fsm.message;MESSAGE_TYPOLOGY_EMERGENCY;10/02/2016 23:11
MAIN GUARD OPEN;xx_main_safety_guards_mainguard.closed_switch_sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:11
BUMPER OPEN;xx_main_safety_guards_mainguard.bumper_sio.protection_asm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:11
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:11
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:11
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:11
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:12
CRANE IN FAULT;xx_main_interface_materialautomation_crane.fault_present_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:13
CRANE IN FAULT;xx_main_interface_materialautomation_crane.fault_present_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:13
 SPLICE NOT DETECTED;xx_innerframe_splicer_splice.splice_not_detected_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:17
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:19
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:23
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:23
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:24
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[3];MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:26
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:26
 3: STOPPED;xx_hopper_pusher_3.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/02/2016 23:26
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:26
 GATE OPEN;xx_hopper_checkcard_handler.gate_3_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/02/2016 23:26
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/02/2016 23:26
: JAM;xx_blank_check_04_helixinner.jam_chksect.too_many_failed_checks_aem.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:28
:  ABSENCE;xx_blank_check_04_helixinner.missed_presence_chksect.too_many_failed_checks_aem.message;MESSAGE_TYPOLOGY_EMERGENCY;10/02/2016 23:28
:  PRESENCE;xx_blank_check_04_helixinner.unexpected_presence_chksect.too_many_failed_checks_aem.message;MESSAGE_TYPOLOGY_EMERGENCY;10/02/2016 23:28
MAIN GUARD OPEN;xx_main_safety_guards_mainguard.closed_switch_sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:28
 UNLOCKED;xx_blank_helicalfolders.inner_unlocked_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:28
 NOT IN POSITION;xx_blank_helicalfolders.inner_work_position_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:28
WHEEL NOT IN POSITION;xx_main_services_generic.hand_wheel_inserted_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:29
SLIDING GUARD OPEN;xx_main_safety_guards_slidingguard.sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:29
WHEEL NOT IN POSITION;xx_main_services_generic.hand_wheel_inserted_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:30
WARNING: OVERTEMPERATURE;xx_main_safety_interfaces.n137_cnt.warning_wsm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:30
WARNING: OVERTEMPERATURE;xx_main_safety_interfaces.n136_cnt.warning_wsm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:30
SLIDING GUARD OPEN;xx_main_safety_guards_slidingguard.sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/02/2016 23:30
SERIES OPEN;xx_main_safety_guards_mainguard.descent_command_sis.open_wsm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:30
SERIES OPEN;xx_main_safety_guards_mainguard.ascent_command_sis.open_wsm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:30
SERIES OPEN;xx_main_safety_guards_longexitguard.descent_sis.open_wsm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:30
SERIES OPEN;xx_main_safety_guards_longexitguard.ascent_sis.open_wsm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:30
SERIES OPEN;xx_main_safety_guards_longexitguard.air_enable_sis.open_wsm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:30
SERIES OPEN;xx_exit_torquespider_safety.drive_enable_sis.open_wsm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:30
SERIES OPEN;xx_exit_upperbelt_safety.drive_enable_sis.open_wsm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/02/2016 23:30
