Machine;Model_ID;Model_Name;Score;Execution_Date
Machine_01;Machine_01_Fault_01;ENGINE BREAK;14%;09-23-2016 00:05:21
Machine_01;Machine_01_Fault_02;JAM;74%;09-23-2016 00:05:08
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;59%;09-23-2016 00:06:20
Machine_02;Machine_02_Fault_03;ROTOR BREAK;26%;09-23-2016 00:06:59
Machine_02;Machine_02_Fault_04;HEAT PUMP;73%;09-23-2016 00:07:24
Machine_02;Machine_02_Fault_05;VACUUM;23%;09-23-2016 00:09:03
Machine_01;Machine_01_Fault_01;ENGINE BREAK;84%;09-23-2016 00:10:08
Machine_01;Machine_01_Fault_02;JAM;23%;09-23-2016 00:09:29
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;30%;09-23-2016 00:15:16
Machine_02;Machine_02_Fault_03;ROTOR BREAK;47%;09-23-2016 00:15:30
Machine_02;Machine_02_Fault_04;HEAT PUMP;39%;09-23-2016 00:18:07
Machine_02;Machine_02_Fault_05;VACUUM;23%;09-23-2016 00:18:19
Machine_01;Machine_01_Fault_01;ENGINE BREAK;56%;09-23-2016 00:22:38
Machine_01;Machine_01_Fault_02;JAM;80%;09-23-2016 00:23:43
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;14%;09-23-2016 00:25:50
Machine_02;Machine_02_Fault_03;ROTOR BREAK;63%;09-23-2016 00:26:42
Machine_02;Machine_02_Fault_04;HEAT PUMP;65%;09-23-2016 00:28:06
Machine_02;Machine_02_Fault_05;VACUUM;55%;09-23-2016 00:29:06
Machine_01;Machine_01_Fault_01;ENGINE BREAK;42%;09-23-2016 00:30:03
Machine_01;Machine_01_Fault_02;JAM;89%;09-23-2016 00:31:51
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;28%;09-23-2016 00:32:42
Machine_02;Machine_02_Fault_03;ROTOR BREAK;63%;09-23-2016 00:27:34
Machine_02;Machine_02_Fault_04;HEAT PUMP;76%;09-23-2016 00:35:11
Machine_02;Machine_02_Fault_05;VACUUM;32%;09-23-2016 00:38:33
Machine_01;Machine_01_Fault_01;ENGINE BREAK;93%;09-23-2016 00:38:38
Machine_01;Machine_01_Fault_02;JAM;46%;09-23-2016 00:41:52
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;60%;09-23-2016 00:45:42
Machine_02;Machine_02_Fault_03;ROTOR BREAK;80%;09-23-2016 00:46:52
Machine_02;Machine_02_Fault_04;HEAT PUMP;59%;09-23-2016 00:49:11
Machine_02;Machine_02_Fault_05;VACUUM;57%;09-23-2016 00:48:49
Machine_01;Machine_01_Fault_01;ENGINE BREAK;65%;09-23-2016 01:17:38
Machine_01;Machine_01_Fault_02;JAM;38%;09-23-2016 01:07:30
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;50%;09-23-2016 01:08:32
Machine_02;Machine_02_Fault_03;ROTOR BREAK;77%;09-23-2016 01:38:33
Machine_02;Machine_02_Fault_04;HEAT PUMP;44%;09-23-2016 01:12:07
Machine_02;Machine_02_Fault_05;VACUUM;79%;09-23-2016 01:12:37
Machine_01;Machine_01_Fault_01;ENGINE BREAK;85%;09-23-2016 01:14:04
Machine_01;Machine_01_Fault_02;JAM;67%;09-23-2016 01:14:53
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;99%;09-23-2016 01:15:57
Machine_02;Machine_02_Fault_03;ROTOR BREAK;6%;09-23-2016 01:16:20
Machine_02;Machine_02_Fault_04;HEAT PUMP;54%;09-23-2016 01:16:53
Machine_02;Machine_02_Fault_05;VACUUM;78%;09-23-2016 01:17:20
Machine_01;Machine_01_Fault_01;ENGINE BREAK;52%;09-23-2016 01:03:33
Machine_01;Machine_01_Fault_02;JAM;35%;09-23-2016 01:01:26
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;30%;09-23-2016 00:56:56
Machine_02;Machine_02_Fault_03;ROTOR BREAK;89%;09-23-2016 00:56:34
Machine_02;Machine_02_Fault_04;HEAT PUMP;39%;09-23-2016 00:54:10
Machine_02;Machine_02_Fault_05;VACUUM;14%;09-23-2016 00:53:25
Machine_01;Machine_01_Fault_01;ENGINE BREAK;85%;09-23-2016 00:52:15
Machine_01;Machine_01_Fault_02;JAM;72%;09-23-2016 00:51:14
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;42%;09-23-2016 01:04:13
Machine_02;Machine_02_Fault_03;ROTOR BREAK;55%;09-23-2016 01:06:22
Machine_02;Machine_02_Fault_04;HEAT PUMP;85%;09-23-2016 01:06:54
Machine_02;Machine_02_Fault_05;VACUUM;61%;09-23-2016 01:20:08
Machine_01;Machine_01_Fault_01;ENGINE BREAK;58%;09-23-2016 01:23:45
Machine_01;Machine_01_Fault_02;JAM;11%;09-23-2016 01:22:12
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;96%;09-23-2016 01:20:49
Machine_02;Machine_02_Fault_03;ROTOR BREAK;15%;09-23-2016 01:21:18
Machine_02;Machine_02_Fault_04;HEAT PUMP;59%;09-23-2016 01:24:20
Machine_02;Machine_02_Fault_05;VACUUM;86%;09-23-2016 01:25:05
Machine_01;Machine_01_Fault_01;ENGINE BREAK;20%;09-23-2016 01:35:41
Machine_01;Machine_01_Fault_02;JAM;100%;09-23-2016 01:36:27
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;56%;09-23-2016 01:36:52
Machine_02;Machine_02_Fault_03;ROTOR BREAK;47%;09-23-2016 01:37:33
Machine_02;Machine_02_Fault_04;HEAT PUMP;67%;09-23-2016 01:38:13
Machine_02;Machine_02_Fault_05;VACUUM;76%;09-23-2016 01:38:59
Machine_01;Machine_01_Fault_01;ENGINE BREAK;8%;09-23-2016 01:40:05
Machine_01;Machine_01_Fault_02;JAM;92%;09-23-2016 01:41:28
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;25%;09-23-2016 01:42:32
Machine_02;Machine_02_Fault_03;ROTOR BREAK;12%;09-23-2016 01:43:45
Machine_02;Machine_02_Fault_04;HEAT PUMP;94%;09-23-2016 01:44:17
Machine_02;Machine_02_Fault_05;VACUUM;10%;09-23-2016 01:44:52
Machine_01;Machine_01_Fault_01;ENGINE BREAK;10%;09-23-2016 01:45:34
Machine_01;Machine_01_Fault_02;JAM;46%;09-23-2016 01:46:18
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;61%;09-23-2016 01:25:53
Machine_02;Machine_02_Fault_03;ROTOR BREAK;37%;09-23-2016 01:27:14
Machine_02;Machine_02_Fault_04;HEAT PUMP;1%;09-23-2016 00:04:48
Machine_02;Machine_02_Fault_05;VACUUM;9%;09-23-2016 00:05:21
Machine_01;Machine_01_Fault_01;ENGINE BREAK;35%;09-23-2016 00:05:03
Machine_01;Machine_01_Fault_02;JAM;78%;09-23-2016 00:06:20
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;64%;09-23-2016 00:06:58
Machine_02;Machine_02_Fault_03;ROTOR BREAK;78%;09-23-2016 00:08:51
Machine_02;Machine_02_Fault_04;HEAT PUMP;41%;09-23-2016 00:09:05
Machine_02;Machine_02_Fault_05;VACUUM;48%;09-23-2016 00:10:00
Machine_01;Machine_01_Fault_01;ENGINE BREAK;30%;09-23-2016 00:09:35
Machine_01;Machine_01_Fault_02;JAM;75%;09-23-2016 00:14:48
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;70%;09-23-2016 00:15:29
Machine_02;Machine_02_Fault_03;ROTOR BREAK;44%;09-23-2016 00:17:53
Machine_02;Machine_02_Fault_04;HEAT PUMP;83%;09-23-2016 00:18:17
Machine_02;Machine_02_Fault_05;VACUUM;97%;09-23-2016 00:24:56
Machine_01;Machine_01_Fault_01;ENGINE BREAK;62%;09-23-2016 00:34:12
Machine_01;Machine_01_Fault_02;JAM;38%;09-23-2016 00:28:13
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;12%;09-23-2016 00:26:39
Machine_02;Machine_02_Fault_03;ROTOR BREAK;30%;09-23-2016 00:28:05
Machine_02;Machine_02_Fault_04;HEAT PUMP;84%;09-23-2016 00:29:06
Machine_02;Machine_02_Fault_05;VACUUM;48%;09-23-2016 00:30:02
Machine_01;Machine_01_Fault_01;ENGINE BREAK;41%;09-23-2016 00:31:42
Machine_01;Machine_01_Fault_02;JAM;26%;09-23-2016 00:32:31
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;35%;09-23-2016 00:34:11
Machine_02;Machine_02_Fault_03;ROTOR BREAK;99%;09-23-2016 00:35:08
Machine_02;Machine_02_Fault_04;HEAT PUMP;60%;09-23-2016 00:38:33
Machine_02;Machine_02_Fault_05;VACUUM;88%;09-23-2016 00:38:38
Machine_01;Machine_01_Fault_01;ENGINE BREAK;54%;09-23-2016 00:41:11
Machine_01;Machine_01_Fault_02;JAM;79%;09-23-2016 00:45:10
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;88%;09-23-2016 00:46:27
Machine_02;Machine_02_Fault_03;ROTOR BREAK;77%;09-23-2016 00:49:57
Machine_02;Machine_02_Fault_04;HEAT PUMP;37%;09-23-2016 00:48:50
Machine_02;Machine_02_Fault_05;VACUUM;85%;09-23-2016 00:49:14
Machine_01;Machine_01_Fault_01;ENGINE BREAK;48%;09-23-2016 01:07:23
Machine_01;Machine_01_Fault_02;JAM;93%;09-23-2016 01:08:28
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;98%;09-23-2016 01:09:58
Machine_02;Machine_02_Fault_03;ROTOR BREAK;66%;09-23-2016 01:12:05
Machine_02;Machine_02_Fault_04;HEAT PUMP;60%;09-23-2016 01:12:30
Machine_02;Machine_02_Fault_05;VACUUM;21%;09-23-2016 01:13:58
Machine_01;Machine_01_Fault_01;ENGINE BREAK;47%;09-23-2016 01:14:53
Machine_01;Machine_01_Fault_02;JAM;5%;09-23-2016 01:15:55
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;58%;09-23-2016 01:16:18
Machine_02;Machine_02_Fault_03;ROTOR BREAK;1%;09-23-2016 01:16:50
Machine_02;Machine_02_Fault_04;HEAT PUMP;6%;09-23-2016 01:17:26
Machine_02;Machine_02_Fault_05;VACUUM;62%;09-23-2016 01:03:21
Machine_01;Machine_01_Fault_01;ENGINE BREAK;31%;09-23-2016 01:01:36
Machine_01;Machine_01_Fault_02;JAM;62%;09-23-2016 00:56:58
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;10%;09-23-2016 00:56:39
Machine_02;Machine_02_Fault_03;ROTOR BREAK;65%;09-23-2016 00:54:12
Machine_02;Machine_02_Fault_04;HEAT PUMP;75%;09-23-2016 00:53:27
Machine_02;Machine_02_Fault_05;VACUUM;23%;09-23-2016 00:52:41
Machine_01;Machine_01_Fault_01;ENGINE BREAK;84%;09-23-2016 00:51:13
Machine_01;Machine_01_Fault_02;JAM;34%;09-23-2016 01:04:17
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;73%;09-23-2016 01:06:21
Machine_02;Machine_02_Fault_03;ROTOR BREAK;31%;09-23-2016 01:06:53
Machine_02;Machine_02_Fault_04;HEAT PUMP;9%;09-23-2016 01:20:08
Machine_02;Machine_02_Fault_05;VACUUM;49%;09-23-2016 01:23:15
Machine_01;Machine_01_Fault_01;ENGINE BREAK;65%;09-23-2016 01:22:10
Machine_01;Machine_01_Fault_02;JAM;80%;09-23-2016 01:22:18
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;84%;09-23-2016 01:21:15
Machine_02;Machine_02_Fault_03;ROTOR BREAK;65%;09-23-2016 01:24:14
Machine_02;Machine_02_Fault_04;HEAT PUMP;64%;09-23-2016 01:25:12
Machine_02;Machine_02_Fault_05;VACUUM;71%;09-23-2016 01:35:38
Machine_01;Machine_01_Fault_01;ENGINE BREAK;5%;09-23-2016 01:36:25
Machine_01;Machine_01_Fault_02;JAM;78%;09-23-2016 01:36:48
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;69%;09-23-2016 01:37:29
Machine_02;Machine_02_Fault_03;ROTOR BREAK;83%;09-23-2016 01:38:01
Machine_02;Machine_02_Fault_04;HEAT PUMP;22%;09-23-2016 01:38:59
Machine_02;Machine_02_Fault_05;VACUUM;30%;09-23-2016 01:39:53
Machine_01;Machine_01_Fault_01;ENGINE BREAK;7%;09-23-2016 01:41:34
Machine_01;Machine_01_Fault_02;JAM;92%;09-23-2016 01:42:03
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;51%;09-23-2016 01:43:44
Machine_02;Machine_02_Fault_03;ROTOR BREAK;77%;09-23-2016 01:44:12
Machine_02;Machine_02_Fault_04;HEAT PUMP;68%;09-23-2016 01:44:50
Machine_02;Machine_02_Fault_05;VACUUM;65%;09-23-2016 01:45:34
Machine_01;Machine_01_Fault_01;ENGINE BREAK;23%;09-23-2016 01:53:04
Machine_01;Machine_01_Fault_02;JAM;7%;09-23-2016 01:25:37
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;75%;09-23-2016 01:27:08
Machine_02;Machine_02_Fault_03;ROTOR BREAK;5%;09-23-2016 01:28:07
Machine_02;Machine_02_Fault_04;HEAT PUMP;24%;09-23-2016 01:29:13
Machine_02;Machine_02_Fault_05;VACUUM;16%;09-23-2016 01:29:56
Machine_01;Machine_01_Fault_01;ENGINE BREAK;98%;09-23-2016 01:31:23
Machine_01;Machine_01_Fault_02;JAM;4%;09-23-2016 01:32:07
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;29%;09-23-2016 01:32:31
Machine_02;Machine_02_Fault_03;ROTOR BREAK;63%;09-23-2016 01:33:06
Machine_02;Machine_02_Fault_04;HEAT PUMP;1%;09-23-2016 01:33:54
Machine_02;Machine_02_Fault_05;VACUUM;40%;09-23-2016 01:34:38
Machine_01;Machine_01_Fault_01;ENGINE BREAK;52%;09-23-2016 01:53:09
Machine_01;Machine_01_Fault_02;JAM;74%;09-23-2016 01:56:00
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;13%;09-23-2016 01:58:37
Machine_02;Machine_02_Fault_03;ROTOR BREAK;88%;09-23-2016 01:58:17
Machine_02;Machine_02_Fault_04;HEAT PUMP;80%;09-23-2016 01:57:26
Machine_02;Machine_02_Fault_05;VACUUM;39%;09-23-2016 02:03:34
Machine_01;Machine_01_Fault_01;ENGINE BREAK;38%;09-23-2016 02:02:53
Machine_01;Machine_01_Fault_02;JAM;5%;09-23-2016 02:02:33
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;33%;09-23-2016 02:02:14
Machine_02;Machine_02_Fault_03;ROTOR BREAK;11%;09-23-2016 02:07:44
Machine_02;Machine_02_Fault_04;HEAT PUMP;36%;09-23-2016 02:09:53
Machine_02;Machine_02_Fault_05;VACUUM;94%;09-23-2016 02:11:09
Machine_01;Machine_01_Fault_01;ENGINE BREAK;62%;09-23-2016 02:05:51
Machine_01;Machine_01_Fault_02;JAM;38%;09-23-2016 02:05:33
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;70%;09-23-2016 00:04:48
Machine_02;Machine_02_Fault_03;ROTOR BREAK;70%;09-23-2016 00:05:21
Machine_02;Machine_02_Fault_04;HEAT PUMP;16%;09-23-2016 00:05:03
Machine_02;Machine_02_Fault_05;VACUUM;8%;09-23-2016 00:06:20
Machine_01;Machine_01_Fault_01;ENGINE BREAK;28%;09-23-2016 00:06:58
Machine_01;Machine_01_Fault_02;JAM;91%;09-23-2016 00:08:51
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;80%;09-23-2016 00:09:05
Machine_02;Machine_02_Fault_03;ROTOR BREAK;43%;09-23-2016 00:10:00
Machine_02;Machine_02_Fault_04;HEAT PUMP;47%;09-23-2016 00:09:35
Machine_02;Machine_02_Fault_05;VACUUM;40%;09-23-2016 00:14:48
Machine_01;Machine_01_Fault_01;ENGINE BREAK;15%;09-23-2016 00:15:29
Machine_01;Machine_01_Fault_02;JAM;35%;09-23-2016 00:17:53
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;83%;09-23-2016 00:18:17
Machine_02;Machine_02_Fault_03;ROTOR BREAK;80%;09-23-2016 00:24:56
Machine_02;Machine_02_Fault_04;HEAT PUMP;43%;09-23-2016 00:34:12
Machine_02;Machine_02_Fault_05;VACUUM;74%;09-23-2016 00:28:13
Machine_01;Machine_01_Fault_01;ENGINE BREAK;30%;09-23-2016 00:26:39
Machine_01;Machine_01_Fault_02;JAM;96%;09-23-2016 00:28:05
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;13%;09-23-2016 00:29:06
Machine_02;Machine_02_Fault_03;ROTOR BREAK;92%;09-23-2016 00:30:02
Machine_02;Machine_02_Fault_04;HEAT PUMP;77%;09-23-2016 00:31:42
Machine_02;Machine_02_Fault_05;VACUUM;70%;09-23-2016 00:32:31
Machine_01;Machine_01_Fault_01;ENGINE BREAK;11%;09-23-2016 00:34:11
Machine_01;Machine_01_Fault_02;JAM;81%;09-23-2016 00:35:08
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;19%;09-23-2016 00:38:33
Machine_02;Machine_02_Fault_03;ROTOR BREAK;1%;09-23-2016 00:38:38
Machine_02;Machine_02_Fault_04;HEAT PUMP;86%;09-23-2016 00:41:11
Machine_02;Machine_02_Fault_05;VACUUM;75%;09-23-2016 00:45:10
Machine_01;Machine_01_Fault_01;ENGINE BREAK;69%;09-23-2016 00:46:27
Machine_01;Machine_01_Fault_02;JAM;12%;09-23-2016 00:49:57
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;61%;09-23-2016 00:48:50
Machine_02;Machine_02_Fault_03;ROTOR BREAK;100%;09-23-2016 00:49:14
Machine_02;Machine_02_Fault_04;HEAT PUMP;64%;09-23-2016 01:07:23
Machine_02;Machine_02_Fault_05;VACUUM;73%;09-23-2016 01:08:28
Machine_01;Machine_01_Fault_01;ENGINE BREAK;43%;09-23-2016 01:09:58
Machine_01;Machine_01_Fault_02;JAM;26%;09-23-2016 01:12:05
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;55%;09-23-2016 01:12:30
Machine_02;Machine_02_Fault_03;ROTOR BREAK;37%;09-23-2016 01:13:58
Machine_02;Machine_02_Fault_04;HEAT PUMP;93%;09-23-2016 01:14:53
Machine_02;Machine_02_Fault_05;VACUUM;52%;09-23-2016 01:15:55
Machine_01;Machine_01_Fault_01;ENGINE BREAK;94%;09-23-2016 01:16:18
Machine_01;Machine_01_Fault_02;JAM;93%;09-23-2016 01:16:50
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;60%;09-23-2016 01:17:26
Machine_02;Machine_02_Fault_03;ROTOR BREAK;24%;09-23-2016 01:03:21
Machine_02;Machine_02_Fault_04;HEAT PUMP;24%;09-23-2016 01:01:36
Machine_02;Machine_02_Fault_05;VACUUM;60%;09-23-2016 00:56:58
Machine_01;Machine_01_Fault_01;ENGINE BREAK;92%;09-23-2016 00:56:39
Machine_01;Machine_01_Fault_02;JAM;32%;09-23-2016 00:54:12
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;23%;09-23-2016 00:53:27
Machine_02;Machine_02_Fault_03;ROTOR BREAK;39%;09-23-2016 00:52:41
Machine_02;Machine_02_Fault_04;HEAT PUMP;29%;09-23-2016 00:51:13
Machine_02;Machine_02_Fault_05;VACUUM;87%;09-23-2016 01:04:17
Machine_01;Machine_01_Fault_01;ENGINE BREAK;55%;09-23-2016 01:06:21
Machine_01;Machine_01_Fault_02;JAM;0%;09-23-2016 01:06:53
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;3%;09-23-2016 01:20:08
Machine_02;Machine_02_Fault_03;ROTOR BREAK;70%;09-23-2016 01:23:15
Machine_02;Machine_02_Fault_04;HEAT PUMP;48%;09-23-2016 01:22:10
Machine_02;Machine_02_Fault_05;VACUUM;4%;09-23-2016 01:22:18
Machine_01;Machine_01_Fault_01;ENGINE BREAK;72%;09-23-2016 01:21:15
Machine_01;Machine_01_Fault_02;JAM;63%;09-23-2016 01:24:14
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;78%;09-23-2016 01:25:12
Machine_02;Machine_02_Fault_03;ROTOR BREAK;83%;09-23-2016 01:35:38
Machine_02;Machine_02_Fault_04;HEAT PUMP;29%;09-23-2016 01:36:25
Machine_02;Machine_02_Fault_05;VACUUM;82%;09-23-2016 01:36:48
Machine_01;Machine_01_Fault_01;ENGINE BREAK;50%;09-23-2016 01:37:29
Machine_01;Machine_01_Fault_02;JAM;21%;09-23-2016 01:38:01
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;35%;09-23-2016 01:38:59
Machine_02;Machine_02_Fault_03;ROTOR BREAK;19%;09-23-2016 01:39:53
Machine_02;Machine_02_Fault_04;HEAT PUMP;1%;09-23-2016 01:41:34
Machine_02;Machine_02_Fault_05;VACUUM;53%;09-23-2016 01:42:03
Machine_01;Machine_01_Fault_01;ENGINE BREAK;45%;09-23-2016 01:43:44
Machine_01;Machine_01_Fault_02;JAM;62%;09-23-2016 01:44:12
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;61%;09-23-2016 01:44:50
Machine_02;Machine_02_Fault_03;ROTOR BREAK;81%;09-23-2016 01:45:34
Machine_02;Machine_02_Fault_04;HEAT PUMP;20%;09-23-2016 01:53:04
Machine_02;Machine_02_Fault_05;VACUUM;99%;09-23-2016 01:25:37
Machine_01;Machine_01_Fault_01;ENGINE BREAK;86%;09-23-2016 01:27:08
Machine_01;Machine_01_Fault_02;JAM;3%;09-23-2016 01:28:07
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;19%;09-23-2016 01:29:13
Machine_02;Machine_02_Fault_03;ROTOR BREAK;69%;09-23-2016 01:29:56
Machine_02;Machine_02_Fault_04;HEAT PUMP;95%;09-23-2016 01:31:23
Machine_02;Machine_02_Fault_05;VACUUM;48%;09-23-2016 01:32:07
Machine_01;Machine_01_Fault_01;ENGINE BREAK;33%;09-23-2016 01:32:31
Machine_01;Machine_01_Fault_02;JAM;37%;09-23-2016 01:33:06
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;20%;09-23-2016 01:33:54
Machine_02;Machine_02_Fault_03;ROTOR BREAK;43%;09-23-2016 01:34:38
Machine_02;Machine_02_Fault_04;HEAT PUMP;46%;09-23-2016 01:53:09
Machine_02;Machine_02_Fault_05;VACUUM;33%;09-23-2016 01:56:00
Machine_01;Machine_01_Fault_01;ENGINE BREAK;15%;09-23-2016 01:58:37
Machine_01;Machine_01_Fault_02;JAM;50%;09-23-2016 01:58:17
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;56%;09-23-2016 00:05:18
Machine_02;Machine_02_Fault_03;ROTOR BREAK;57%;09-23-2016 00:05:18
Machine_02;Machine_02_Fault_04;HEAT PUMP;20%;09-23-2016 00:05:18
Machine_02;Machine_02_Fault_05;VACUUM;8%;09-23-2016 00:05:18
Machine_01;Machine_01_Fault_01;ENGINE BREAK;51%;09-23-2016 00:05:13
Machine_01;Machine_01_Fault_02;JAM;19%;09-23-2016 00:06:58
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;47%;09-23-2016 00:05:13
Machine_02;Machine_02_Fault_03;ROTOR BREAK;45%;09-23-2016 00:06:58
Machine_02;Machine_02_Fault_04;HEAT PUMP;19%;09-23-2016 00:05:13
Machine_02;Machine_02_Fault_05;VACUUM;65%;09-23-2016 00:06:58
Machine_01;Machine_01_Fault_01;ENGINE BREAK;100%;09-23-2016 00:05:13
Machine_01;Machine_01_Fault_02;JAM;16%;09-23-2016 00:06:58
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;20%;09-23-2016 00:05:12
Machine_02;Machine_02_Fault_03;ROTOR BREAK;75%;09-23-2016 00:07:17
Machine_02;Machine_02_Fault_04;HEAT PUMP;28%;09-23-2016 00:14:34
Machine_02;Machine_02_Fault_05;VACUUM;31%;09-23-2016 00:05:12
Machine_01;Machine_01_Fault_01;ENGINE BREAK;21%;09-23-2016 00:07:17
Machine_01;Machine_01_Fault_02;JAM;52%;09-23-2016 00:14:34
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;68%;09-23-2016 00:05:12
Machine_02;Machine_02_Fault_03;ROTOR BREAK;52%;09-23-2016 00:07:17
Machine_02;Machine_02_Fault_04;HEAT PUMP;59%;09-23-2016 00:14:34
Machine_02;Machine_02_Fault_05;VACUUM;20%;09-23-2016 00:05:12
Machine_01;Machine_01_Fault_01;ENGINE BREAK;11%;09-23-2016 00:07:17
Machine_01;Machine_01_Fault_02;JAM;88%;09-23-2016 00:14:34
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;80%;09-23-2016 00:06:11
Machine_02;Machine_02_Fault_03;ROTOR BREAK;24%;09-23-2016 00:05:58
Machine_02;Machine_02_Fault_04;HEAT PUMP;73%;09-23-2016 00:11:33
Machine_02;Machine_02_Fault_05;VACUUM;81%;09-23-2016 00:18:37
Machine_01;Machine_01_Fault_01;ENGINE BREAK;15%;09-23-2016 00:06:11
Machine_01;Machine_01_Fault_02;JAM;1%;09-23-2016 00:05:58
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;46%;09-23-2016 00:11:33
Machine_02;Machine_02_Fault_03;ROTOR BREAK;100%;09-23-2016 00:18:37
Machine_02;Machine_02_Fault_04;HEAT PUMP;87%;09-23-2016 00:06:11
Machine_02;Machine_02_Fault_05;VACUUM;21%;09-23-2016 00:05:58
Machine_01;Machine_01_Fault_01;ENGINE BREAK;31%;09-23-2016 00:11:33
Machine_01;Machine_01_Fault_02;JAM;86%;09-23-2016 00:18:37
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;87%;09-23-2016 00:06:11
Machine_02;Machine_02_Fault_03;ROTOR BREAK;92%;09-23-2016 00:05:58
Machine_02;Machine_02_Fault_04;HEAT PUMP;75%;09-23-2016 00:11:33
Machine_02;Machine_02_Fault_05;VACUUM;86%;09-23-2016 00:18:37
Machine_01;Machine_01_Fault_01;ENGINE BREAK;61%;09-23-2016 00:09:52
Machine_01;Machine_01_Fault_02;JAM;68%;09-23-2016 00:15:28
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;39%;09-23-2016 00:21:40
Machine_02;Machine_02_Fault_03;ROTOR BREAK;92%;09-23-2016 00:26:37
Machine_02;Machine_02_Fault_04;HEAT PUMP;32%;09-23-2016 00:09:52
Machine_02;Machine_02_Fault_05;VACUUM;34%;09-23-2016 00:15:28
Machine_01;Machine_01_Fault_01;ENGINE BREAK;29%;09-23-2016 00:21:40
Machine_01;Machine_01_Fault_02;JAM;44%;09-23-2016 00:26:37
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;84%;09-23-2016 00:09:52
Machine_02;Machine_02_Fault_03;ROTOR BREAK;11%;09-23-2016 00:15:28
Machine_02;Machine_02_Fault_04;HEAT PUMP;95%;09-23-2016 00:21:40
Machine_02;Machine_02_Fault_05;VACUUM;78%;09-23-2016 00:26:37
Machine_01;Machine_01_Fault_01;ENGINE BREAK;43%;09-23-2016 00:09:52
Machine_01;Machine_01_Fault_02;JAM;42%;09-23-2016 00:15:28
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;22%;09-23-2016 00:21:40
Machine_02;Machine_02_Fault_03;ROTOR BREAK;13%;09-23-2016 00:26:37
Machine_02;Machine_02_Fault_04;HEAT PUMP;53%;09-23-2016 00:17:53
Machine_02;Machine_02_Fault_05;VACUUM;88%;09-23-2016 00:24:56
